Code	Strata	Date	Area	Trap	Temperature	Samp.day
U5NF3_42719	Understory	12/15/16	NF3	Und5	21.3	4
C1NF4_42720	Canopy	12/16/16	NF4	Can1	23.4	4
C2NF4_42720	Canopy	12/16/16	NF4	Can2	22.1	4
C3NF4_42720	Canopy	12/16/16	NF4	Can3	23.9	4
C4NF4_42720	Canopy	12/16/16	NF4	Can4	22.2	4
C5NF4_42720	Canopy	12/16/16	NF4	Can5	24.4	4
C1NF5_42720	Canopy	12/16/16	NF5	Can1	26.8	4
C2NF5_42720	Canopy	12/16/16	NF5	Can2	21.9	4
C3NF5_42720	Canopy	12/16/16	NF5	Can3	21.8	4
C4NF5_42720	Canopy	12/16/16	NF5	Can4	29.1	4
C5NF5_42720	Canopy	12/16/16	NF5	Can5	21.8	4
C1NF6_42720	Canopy	12/16/16	NF6	Can1	23.0	4
C2NF6_42720	Canopy	12/16/16	NF6	Can2	21.4	4
C3NF6_42720	Canopy	12/16/16	NF6	Can3	21.7	4
C4NF6_42720	Canopy	12/16/16	NF6	Can4	19.6	4
C5NF6_42720	Canopy	12/16/16	NF6	Can5	22.1	4
U1NF4_42720	Understory	12/16/16	NF4	Und1	18.8	4
U2NF4_42720	Understory	12/16/16	NF4	Und2	19.3	4
U3NF4_42720	Understory	12/16/16	NF4	Und3	20.5	4
U4NF4_42720	Understory	12/16/16	NF4	Und4	19.9	4
U5NF4_42720	Understory	12/16/16	NF4	Und5	19.4	4
U1NF5_42720	Understory	12/16/16	NF5	Und1	20.3	4
U2NF5_42720	Understory	12/16/16	NF5	Und2	18.8	4
U3NF5_42720	Understory	12/16/16	NF5	Und3	19.2	4
U4NF5_42720	Understory	12/16/16	NF5	Und4	19.2	4
U5NF5_42720	Understory	12/16/16	NF5	Und5	19.7	4
U1NF6_42720	Understory	12/16/16	NF6	Und1	16.4	4
U2NF6_42720	Understory	12/16/16	NF6	Und2	17.1	4
U3NF6_42720	Understory	12/16/16	NF6	Und3	18.4	4
U4NF6_42720	Understory	12/16/16	NF6	Und4	17.9	4
U5NF6_42720	Understory	12/16/16	NF6	Und5	18.1	4
C1NF1_42721	Canopy	12/17/16	NF1	Can1	15.4	5
C2NF1_42721	Canopy	12/17/16	NF1	Can2	16.8	5
C3NF1_42721	Canopy	12/17/16	NF1	Can3	20.1	5
C4NF1_42721	Canopy	12/17/16	NF1	Can4	19.0	5
C5NF1_42721	Canopy	12/17/16	NF1	Can5	17.8	5
C1NF2_42721	Canopy	12/17/16	NF2	Can1	27.8	5
C2NF2_42721	Canopy	12/17/16	NF2	Can2	23.6	5
C3NF2_42721	Canopy	12/17/16	NF2	Can3	22.4	5
C4NF2_42721	Canopy	12/17/16	NF2	Can4	21.4	5
C5NF2_42721	Canopy	12/17/16	NF2	Can5	21.6	5
C1NF3_42721	Canopy	12/17/16	NF3	Can1	30.5	5
C2NF3_42721	Canopy	12/17/16	NF3	Can2	30.7	5
C3NF3_42721	Canopy	12/17/16	NF3	Can3	31.0	5
C4NF3_42721	Canopy	12/17/16	NF3	Can4	32.0	5
C5NF3_42721	Canopy	12/17/16	NF3	Can5	27.6	5
U1NF1_42721	Understory	12/17/16	NF1	Und1	14.4	5
U2NF1_42721	Understory	12/17/16	NF1	Und2	14.7	5
U3NF1_42721	Understory	12/17/16	NF1	Und3	15.1	5
U4NF1_42721	Understory	12/17/16	NF1	Und4	15.7	5
U5NF1_42721	Understory	12/17/16	NF1	Und5	16.9	5
U1NF2_42721	Understory	12/17/16	NF2	Und1	19.8	5
U2NF2_42721	Understory	12/17/16	NF2	Und2	19.1	5
U3NF2_42721	Understory	12/17/16	NF2	Und3	18.9	5
U4NF2_42721	Understory	12/17/16	NF2	Und4	18.4	5
U5NF2_42721	Understory	12/17/16	NF2	Und5	19.6	5
U1NF3_42721	Understory	12/17/16	NF3	Und1	25.0	5
U2NF3_42721	Understory	12/17/16	NF3	Und2	23.0	5
U3NF3_42721	Understory	12/17/16	NF3	Und3	22.6	5
U4NF3_42721	Understory	12/17/16	NF3	Und4	23.8	5
U5NF3_42721	Understory	12/17/16	NF3	Und5	23.6	5
C1NF4_42722	Canopy	12/18/16	NF4	Can1	28.7	5
C2NF4_42722	Canopy	12/18/16	NF4	Can2	32.5	5
C3NF4_42722	Canopy	12/18/16	NF4	Can3	38.4	5
C4NF4_42722	Canopy	12/18/16	NF4	Can4	31.0	5
C5NF4_42722	Canopy	12/18/16	NF4	Can5	26.3	5
C1NF5_42722	Canopy	12/18/16	NF5	Can1	36.0	5
C2NF5_42722	Canopy	12/18/16	NF5	Can2	26.4	5
C3NF5_42722	Canopy	12/18/16	NF5	Can3	26.3	5
C4NF5_42722	Canopy	12/18/16	NF5	Can4	28.4	5
C5NF5_42722	Canopy	12/18/16	NF5	Can5	25.9	5
C1NF6_42722	Canopy	12/18/16	NF6	Can1	18.8	5
C2NF6_42722	Canopy	12/18/16	NF6	Can2	23.5	5
C3NF6_42722	Canopy	12/18/16	NF6	Can3	23.5	5
C4NF6_42722	Canopy	12/18/16	NF6	Can4	22.0	5
C5NF6_42722	Canopy	12/18/16	NF6	Can5	32.0	5
U1NF4_42722	Understory	12/18/16	NF4	Und1	22.4	5
U2NF4_42722	Understory	12/18/16	NF4	Und2	22.7	5
U3NF4_42722	Understory	12/18/16	NF4	Und3	21.8	5
U4NF4_42722	Understory	12/18/16	NF4	Und4	24.5	5
U5NF4_42722	Understory	12/18/16	NF4	Und5	22.3	5
U1NF5_42722	Understory	12/18/16	NF5	Und1	20.2	5
U2NF5_42722	Understory	12/18/16	NF5	Und2	23.6	5
U3NF5_42722	Understory	12/18/16	NF5	Und3	20.2	5
U4NF5_42722	Understory	12/18/16	NF5	Und4	20.0	5
U5NF5_42722	Understory	12/18/16	NF5	Und5	21.0	5
U1NF6_42722	Understory	12/18/16	NF6	Und1	17.6	5
U2NF6_42722	Understory	12/18/16	NF6	Und2	16.2	5
U3NF6_42722	Understory	12/18/16	NF6	Und3	19.6	5
U4NF6_42722	Understory	12/18/16	NF6	Und4	NA	5
U5NF6_42722	Understory	12/18/16	NF6	Und5	20.1	5
C1NF4_42754	Canopy	01/19/17	NF4	Can1	25.7	1
C2NF4_42754	Canopy	01/19/17	NF4	Can2	27.0	1
C3NF4_42754	Canopy	01/19/17	NF4	Can3	25.7	1
C4NF4_42754	Canopy	01/19/17	NF4	Can4	26.8	1
C5NF4_42754	Canopy	01/19/17	NF4	Can5	30.5	1
C1NF5_42754	Canopy	01/19/17	NF5	Can1	30.5	1
C2NF5_42754	Canopy	01/19/17	NF5	Can2	28.9	1
C3NF5_42754	Canopy	01/19/17	NF5	Can3	27.5	1
C4NF5_42754	Canopy	01/19/17	NF5	Can4	31.9	1
C5NF5_42754	Canopy	01/19/17	NF5	Can5	28.8	1
C1NF6_42754	Canopy	01/19/17	NF6	Can1	26.9	1
C2NF6_42754	Canopy	01/19/17	NF6	Can2	23.9	1
C3NF6_42754	Canopy	01/19/17	NF6	Can3	28.3	1
C4NF6_42754	Canopy	01/19/17	NF6	Can4	23.9	1
C5NF6_42754	Canopy	01/19/17	NF6	Can5	29.6	1
U1NF4_42754	Understory	01/19/17	NF4	Und1	25.4	1
U2NF4_42754	Understory	01/19/17	NF4	Und2	24.3	1
U3NF4_42754	Understory	01/19/17	NF4	Und3	23.3	1
U4NF4_42754	Understory	01/19/17	NF4	Und4	23.4	1
U5NF4_42754	Understory	01/19/17	NF4	Und5	31.4	1
U1NF5_42754	Understory	01/19/17	NF5	Und1	24.5	1
U2NF5_42754	Understory	01/19/17	NF5	Und2	23.2	1
U3NF5_42754	Understory	01/19/17	NF5	Und3	23.8	1
U4NF5_42754	Understory	01/19/17	NF5	Und4	23.4	1
U5NF5_42754	Understory	01/19/17	NF5	Und5	24.3	1
U1NF6_42754	Understory	01/19/17	NF6	Und1	20.0	1
U2NF6_42754	Understory	01/19/17	NF6	Und2	19.2	1
U3NF6_42754	Understory	01/19/17	NF6	Und3	19.6	1
U4NF6_42754	Understory	01/19/17	NF6	Und4	21.6	1
U5NF6_42754	Understory	01/19/17	NF6	Und5	21.7	1
C1NF1_42755	Canopy	01/20/17	NF1	Can1	17.5	1
C2NF1_42755	Canopy	01/20/17	NF1	Can2	18.6	1
C3NF1_42755	Canopy	01/20/17	NF1	Can3	20.0	1
C4NF1_42755	Canopy	01/20/17	NF1	Can4	28.9	1
C5NF1_42755	Canopy	01/20/17	NF1	Can5	28.3	1
C1NF2_42755	Canopy	01/20/17	NF2	Can1	28.5	1
C2NF2_42755	Canopy	01/20/17	NF2	Can2	26.6	1
C3NF2_42755	Canopy	01/20/17	NF2	Can3	24.3	1
C4NF2_42755	Canopy	01/20/17	NF2	Can4	27.5	1
C5NF2_42755	Canopy	01/20/17	NF2	Can5	28.5	1
C1NF3_42755	Canopy	01/20/17	NF3	Can1	27.9	1
C2NF3_42755	Canopy	01/20/17	NF3	Can2	38.5	1
C3NF3_42755	Canopy	01/20/17	NF3	Can3	28.3	1
C4NF3_42755	Canopy	01/20/17	NF3	Can4	29.0	1
C5NF3_42755	Canopy	01/20/17	NF3	Can5	28.1	1
U1NF1_42755	Understory	01/20/17	NF1	Und1	17.0	1
U2NF1_42755	Understory	01/20/17	NF1	Und2	16.1	1
U3NF1_42755	Understory	01/20/17	NF1	Und3	17.2	1
U4NF1_42755	Understory	01/20/17	NF1	Und4	16.9	1
U5NF1_42755	Understory	01/20/17	NF1	Und5	17.0	1
U1NF2_42755	Understory	01/20/17	NF2	Und1	20.3	1
U2NF2_42755	Understory	01/20/17	NF2	Und2	19.9	1
U3NF2_42755	Understory	01/20/17	NF2	Und3	21.5	1
U4NF2_42755	Understory	01/20/17	NF2	Und4	21.9	1
U5NF2_42755	Understory	01/20/17	NF2	Und5	22.4	1
U1NF3_42755	Understory	01/20/17	NF3	Und1	23.5	1
U2NF3_42755	Understory	01/20/17	NF3	Und2	24.7	1
U3NF3_42755	Understory	01/20/17	NF3	Und3	23.0	1
U4NF3_42755	Understory	01/20/17	NF3	Und4	21.8	1
U5NF3_42755	Understory	01/20/17	NF3	Und5	21.1	1
C1NF4_42756	Canopy	01/21/17	NF4	Can1	28.7	2
C2NF4_42756	Canopy	01/21/17	NF4	Can2	28.5	2
C3NF4_42756	Canopy	01/21/17	NF4	Can3	26.6	2
C4NF4_42756	Canopy	01/21/17	NF4	Can4	26.8	2
C5NF4_42756	Canopy	01/21/17	NF4	Can5	31.0	2
C1NF5_42756	Canopy	01/21/17	NF5	Can1	32.7	2
C2NF5_42756	Canopy	01/21/17	NF5	Can2	24.3	2
C3NF5_42756	Canopy	01/21/17	NF5	Can3	25.7	2
C4NF5_42756	Canopy	01/21/17	NF5	Can4	28.6	2
C5NF5_42756	Canopy	01/21/17	NF5	Can5	27.7	2
C1NF6_42756	Canopy	01/21/17	NF6	Can1	21.7	2
C2NF6_42756	Canopy	01/21/17	NF6	Can2	24.8	2
C3NF6_42756	Canopy	01/21/17	NF6	Can3	22.6	2
C4NF6_42756	Canopy	01/21/17	NF6	Can4	20.9	2
C5NF6_42756	Canopy	01/21/17	NF6	Can5	24.5	2
U1NF4_42756	Understory	01/21/17	NF4	Und1	NA	2
U2NF4_42756	Understory	01/21/17	NF4	Und2	24.6	2
U3NF4_42756	Understory	01/21/17	NF4	Und3	24.3	2
U4NF4_42756	Understory	01/21/17	NF4	Und4	NA	2
U5NF4_42756	Understory	01/21/17	NF4	Und5	31.0	2
U1NF5_42756	Understory	01/21/17	NF5	Und1	21.4	2
U2NF5_42756	Understory	01/21/17	NF5	Und2	23.1	2
U3NF5_42756	Understory	01/21/17	NF5	Und3	22.2	2
U4NF5_42756	Understory	01/21/17	NF5	Und4	22.0	2
U5NF5_42756	Understory	01/21/17	NF5	Und5	22.7	2
U1NF6_42756	Understory	01/21/17	NF6	Und1	16.1	2
U2NF6_42756	Understory	01/21/17	NF6	Und2	16.6	2
U3NF6_42756	Understory	01/21/17	NF6	Und3	19.9	2
U4NF6_42756	Understory	01/21/17	NF6	Und4	18.4	2
U5NF6_42756	Understory	01/21/17	NF6	Und5	19.2	2
C1NF1_42757	Canopy	01/22/17	NF1	Can1	15.5	2
C2NF1_42757	Canopy	01/22/17	NF1	Can2	17.0	2
C3NF1_42757	Canopy	01/22/17	NF1	Can3	20.6	2
C4NF1_42757	Canopy	01/22/17	NF1	Can4	25.6	2
C5NF1_42757	Canopy	01/22/17	NF1	Can5	21.7	2
C1NF2_42757	Canopy	01/22/17	NF2	Can1	25.8	2
C2NF2_42757	Canopy	01/22/17	NF2	Can2	21.5	2
C3NF2_42757	Canopy	01/22/17	NF2	Can3	24.1	2
C4NF2_42757	Canopy	01/22/17	NF2	Can4	25.7	2
C5NF2_42757	Canopy	01/22/17	NF2	Can5	24.8	2
C1NF3_42757	Canopy	01/22/17	NF3	Can1	24.6	2
C2NF3_42757	Canopy	01/22/17	NF3	Can2	26.6	2
C3NF3_42757	Canopy	01/22/17	NF3	Can3	31.0	2
C4NF3_42757	Canopy	01/22/17	NF3	Can4	32.5	2
C5NF3_42757	Canopy	01/22/17	NF3	Can5	32.7	2
U1NF1_42757	Understory	01/22/17	NF1	Und1	15.4	2
U2NF1_42757	Understory	01/22/17	NF1	Und2	15.2	2
U3NF1_42757	Understory	01/22/17	NF1	Und3	16.1	2
U4NF1_42757	Understory	01/22/17	NF1	Und4	16.6	2
U5NF1_42757	Understory	01/22/17	NF1	Und5	21.7	2
U1NF2_42757	Understory	01/22/17	NF2	Und1	20.0	2
U2NF2_42757	Understory	01/22/17	NF2	Und2	19.4	2
U3NF2_42757	Understory	01/22/17	NF2	Und3	20.5	2
U4NF2_42757	Understory	01/22/17	NF2	Und4	21.7	2
U5NF2_42757	Understory	01/22/17	NF2	Und5	21.4	2
U1NF3_42757	Understory	01/22/17	NF3	Und1	22.3	2
U2NF3_42757	Understory	01/22/17	NF3	Und2	22.0	2
U3NF3_42757	Understory	01/22/17	NF3	Und3	21.5	2
U4NF3_42757	Understory	01/22/17	NF3	Und4	26.0	2
U5NF3_42757	Understory	01/22/17	NF3	Und5	29.2	2
C1NF4_42758	Canopy	01/23/17	NF4	Can1	29.4	3
C2NF4_42758	Canopy	01/23/17	NF4	Can2	30.5	3
C3NF4_42758	Canopy	01/23/17	NF4	Can3	31.8	3
C4NF4_42758	Canopy	01/23/17	NF4	Can4	25.3	3
C5NF4_42758	Canopy	01/23/17	NF4	Can5	24.9	3
C1NF5_42758	Canopy	01/23/17	NF5	Can1	26.4	3
C2NF5_42758	Canopy	01/23/17	NF5	Can2	25.4	3
C3NF5_42758	Canopy	01/23/17	NF5	Can3	25.3	3
C4NF5_42758	Canopy	01/23/17	NF5	Can4	25.0	3
C5NF5_42758	Canopy	01/23/17	NF5	Can5	26.0	3
C1NF6_42758	Canopy	01/23/17	NF6	Can1	23.6	3
C2NF6_42758	Canopy	01/23/17	NF6	Can2	24.2	3
C3NF6_42758	Canopy	01/23/17	NF6	Can3	25.5	3
C4NF6_42758	Canopy	01/23/17	NF6	Can4	24.0	3
C5NF6_42758	Canopy	01/23/17	NF6	Can5	27.5	3
U1NF4_42758	Understory	01/23/17	NF4	Und1	26.0	3
U2NF4_42758	Understory	01/23/17	NF4	Und2	28.0	3
U3NF4_42758	Understory	01/23/17	NF4	Und3	25.2	3
U4NF4_42758	Understory	01/23/17	NF4	Und4	25.2	3
U5NF4_42758	Understory	01/23/17	NF4	Und5	23.3	3
U1NF5_42758	Understory	01/23/17	NF5	Und1	25.1	3
U2NF5_42758	Understory	01/23/17	NF5	Und2	23.5	3
U3NF5_42758	Understory	01/23/17	NF5	Und3	22.9	3
U4NF5_42758	Understory	01/23/17	NF5	Und4	23.0	3
U5NF5_42758	Understory	01/23/17	NF5	Und5	22.9	3
U1NF6_42758	Understory	01/23/17	NF6	Und1	19.0	3
U2NF6_42758	Understory	01/23/17	NF6	Und2	19.0	3
U3NF6_42758	Understory	01/23/17	NF6	Und3	24.2	3
U4NF6_42758	Understory	01/23/17	NF6	Und4	19.1	3
U5NF6_42758	Understory	01/23/17	NF6	Und5	21.5	3
C1NF1_42759	Canopy	01/24/17	NF1	Can1	16.7	3
C2NF1_42759	Canopy	01/24/17	NF1	Can2	18.7	3
C3NF1_42759	Canopy	01/24/17	NF1	Can3	24.6	3
C4NF1_42759	Canopy	01/24/17	NF1	Can4	25.0	3
C5NF1_42759	Canopy	01/24/17	NF1	Can5	22.5	3
